"","p","mean","sd","mean_sign","sd_sign"
"1",0.1,0.728570959559084,0.117852340020449,2.61774532930426,0.204967767772537
"2",0.25,0.753950715613934,0.11958933599887,2.69531396504596,0.489245224559643
"3",0.5,0.772410150146012,0.164771682620714,2.51852003121827,0.388722983754288
"4",0.75,1.00203100028706,0.505211617331999,2.28476470403909,0.391871515205717
"5",0.9,1.10252774793487,0.430438617031766,2.13683235339112,0.27072286011247
